preamble,stimulus,item,category,"score (sum, mean, [list)",params,model
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse and hawk. In the list a stork is",present.,stork,bird,"[-3.5625, -3.625, -3.21875, -3.6875, -3.59375, -3.875, -3.46875, -3.3125, -3.6875, -3.0625, -3.84375, -3.21875, -3.625, -3.578125, -3.46875, -3.8125, -3.34375, -2.8125, -3.4375, -3.90625, -3.6875, -3.34375, -3.53125, -3.09375, -3.625, -2.96875, -3.3125, -3.84375, -3.28125, -3.40625, -3.375, -3.21875, -3.65625, -3.375, -2.9375, -3.34375, -3.5625, -4.03125, -3.53125, -4.0, -3.75, -3.625, -3.5625, -3.40625, -4.09375, -3.59375, -3.53125, -3.34375, -3.625, -4.21875]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse and hawk. In the list a dove is",present.,dove,bird,"[-3.53125, -3.4375, -4.03125, -3.59375, -3.71875, -3.375, -3.25, -3.65625, -3.53125, -4.0, -3.75, -3.5, -3.34375, -3.3125, -3.1875, -2.796875, -3.765625, -3.03125, -3.71875, -3.46875, -3.90625, -4.03125, -3.5, -3.28125, -3.84375, -4.0, -4.25, -3.625, -3.40625, -3.84375, -3.84375, -3.46875, -3.9375, -3.1875, -3.90625, -3.171875, -3.59375, -3.65625, -3.3125, -3.46875, -3.171875, -3.90625, -4.3125, -3.53125, -3.03125, -3.25, -4.0625, -3.578125, -3.90625, -4.234375]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse and hawk. In the list a owl is",present.,owl,bird,"[-4.03125, -3.09375, -4.78125, -3.65625, -3.71875, -3.484375, -4.03125, -3.6875, -3.484375, -4.3125, -4.40625, -3.4375, -3.625, -3.09375, -3.765625, -3.84375, -3.90625, -3.71875, -4.0625, -3.53125, -3.375, -3.4375, -3.46875, -3.65625, -3.78125, -3.3125, -3.46875, -3.78125, -4.125, -3.75, -4.0625, -3.875, -3.0625, -4.46875, -4.28125, -4.03125, -3.4375, -3.6875, -3.875, -3.375, -3.84375, -3.78125, -3.8125, -3.515625, -3.53125, -3.125, -4.0625, -3.71875, -3.125, -3.8125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse and hawk. In the list a lark is",present.,lark,bird,"[-2.78125, -3.125, -3.375, -3.46875, -3.6875, -2.84375, -3.5625, -3.625, -3.484375, -3.15625, -3.90625, -3.1875, -4.09375, -2.96875, -3.53125, -3.15625, -3.21875, -2.875, -3.59375, -3.15625, -2.8125, -3.53125, -3.09375, -3.6875, -3.25, -3.5625, -2.875, -3.21875, -3.34375, -4.21875, -3.25, -3.46875, -3.46875, -3.65625, -3.0625, -3.40625, -3.75, -4.375, -3.34375, -3.9375, -3.40625, -3.75, -3.3125, -2.75, -4.25, -2.9375, -2.96875, -3.71875, -3.0625, -2.96875]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse and hawk. In the list a crane is",present.,crane,bird,"[-3.53125, -4.125, -3.875, -3.34375, -4.03125, -3.1875, -3.3125, -4.1875, -3.375, -3.375, -3.609375, -3.21875, -3.53125, -3.46875, -3.84375, -2.703125, -2.78125, -3.53125, -3.46875, -3.53125, -3.25, -3.09375, -3.71875, -2.96875, -3.625, -3.09375, -3.125, -3.8125, -3.03125, -3.40625, -3.4375, -3.09375, -4.03125, -3.5625, -3.59375, -3.125, -3.625, -3.09375, -3.40625, -3.40625, -2.90625, -3.4375, -3.46875, -2.96875, -3.5, -2.8125, -3.78125, -4.3125, -3.84375, -3.34375]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse and hawk. In the list a blackbird is",present.,blackbird,bird,"[-3.8125, -3.59375, -3.03125, -3.34375, -3.375, -3.5625, -3.84375, -3.0, -3.65625, -3.5625, -3.84375, -2.9375, -3.4375, -3.78125, -3.1875, -3.875, -4.28125, -3.796875, -3.65625, -3.375, -3.0625, -3.65625, -3.34375, -3.3125, -3.34375, -3.125, -3.34375, -3.0, -3.5, -3.6875, -3.6875, -3.1875, -3.96875, -3.78125, -3.03125, -3.46875, -3.0, -3.1875, -3.625, -4.125, -3.5625, -4.0625, -3.625, -3.09375, -3.59375, -3.5, -3.6875, -3.5625, -3.5, -2.53125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse and hawk. In the list a condor is",present.,condor,bird,"[-3.59375, -3.375, -3.25, -3.6875, -3.0625, -3.21875, -3.34375, -3.421875, -3.25, -3.75, -3.28125, -3.53125, -3.625, -3.40625, -3.78125, -3.625, -3.4375, -3.75, -3.46875, -3.96875, -3.09375, -3.78125, -3.34375, -2.90625, -3.375, -3.3125, -3.5625, -3.71875, -3.21875, -2.921875, -3.84375, -3.65625, -4.0, -4.09375, -3.25, -4.03125, -4.21875, -3.3125, -3.8125, -3.75, -3.46875, -3.5625, -3.4375, -4.03125, -3.84375, -3.0625, -3.34375, -3.46875, -3.09375, -3.5625]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a raven is",present.,raven,bird,"[-4.0, -3.8125, -4.1875, -3.96875, -3.9375, -4.0, -4.6875, -4.8125, -3.4375, -4.15625, -3.921875, -4.40625, -3.5, -3.6875, -3.90625, -3.828125, -3.65625, -4.15625, -4.71875, -3.25, -4.21875, -3.875, -3.90625, -3.90625, -3.8125, -4.34375, -3.9375, -3.8125, -3.5625, -4.21875, -3.375, -3.65625, -3.6875, -4.5, -3.59375, -3.6875, -3.34375, -4.21875, -3.96875, -3.15625, -4.09375, -3.78125, -3.21875, -3.8125, -4.28125, -3.4375, -3.5, -3.5, -3.75, -3.28125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a goldfinch is",present.,goldfinch,bird,"[-3.46875, -3.71875, -4.25, -3.65625, -4.03125, -3.78125, -3.375, -3.21875, -4.1875, -3.9375, -3.6875, -3.6875, -3.34375, -4.25, -3.90625, -3.78125, -3.59375, -3.75, -4.1875, -3.09375, -3.0625, -3.53125, -3.625, -3.625, -3.53125, -3.65625, -3.46875, -3.5, -4.03125, -3.53125, -3.71875, -3.53125, -4.71875, -3.65625, -3.96875, -3.25, -3.5, -3.46875, -3.09375, -3.328125, -4.03125, -3.375, -3.46875, -5.1875, -4.09375, -3.53125, -3.59375, -3.5, -3.375, -3.625]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a robin is",present.,robin,bird,"[-3.71875, -3.5, -2.90625, -3.71875, -4.125, -4.09375, -4.21875, -4.09375, -4.09375, -4.03125, -4.28125, -4.25, -3.78125, -3.4375, -3.8125, -4.21875, -4.09375, -3.96875, -4.09375, -3.84375, -3.90625, -4.6875, -4.3125, -3.59375, -4.21875, -3.84375, -4.84375, -4.0, -3.34375, -3.46875, -4.375, -3.28125, -3.65625, -3.53125, -3.34375, -4.09375, -4.375, -3.6875, -4.25, -3.75, -4.0625, -3.75, -5.21875, -3.53125, -3.90625, -3.84375, -3.71875, -3.40625, -3.65625, -3.59375]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a swan is",present.,swan,bird,"[-3.703125, -4.03125, -4.125, -3.9375, -3.75, -3.6875, -3.875, -3.40625, -3.9375, -4.125, -4.21875, -3.4375, -4.0, -3.96875, -4.3125, -3.9375, -4.65625, -4.5, -3.34375, -4.34375, -3.9375, -3.59375, -4.03125, -4.0625, -4.03125, -3.71875, -3.78125, -3.78125, -3.78125, -3.84375, -3.5, -3.90625, -3.65625, -3.625, -4.34375, -3.90625, -3.71875, -3.4375, -3.9375, -3.53125, -3.875, -3.9375, -4.328125, -4.28125, -4.03125, -3.96875, -3.46875, -3.84375, -4.28125, -4.3125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a bluebird is",present.,bluebird,bird,"[-4.28125, -3.75, -3.59375, -4.53125, -3.1875, -4.53125, -3.78125, -3.875, -3.625, -4.5625, -4.4375, -3.59375, -4.1875, -3.90625, -4.0, -3.53125, -3.90625, -3.71875, -4.34375, -4.21875, -4.0, -3.46875, -4.21875, -3.53125, -3.4375, -4.0, -3.625, -4.21875, -3.125, -3.1875, -3.875, -3.6875, -3.90625, -4.03125, -3.53125, -3.9375, -4.0625, -3.90625, -3.65625, -4.125, -4.0625, -5.0, -3.28125, -4.4375, -3.46875, -3.8125, -4.40625, -4.09375, -3.625, -3.84375]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a catbird is",present.,catbird,bird,"[-4.1875, -3.65625, -3.625, -3.25, -3.53125, -3.8125, -3.6875, -3.59375, -3.5, -3.578125, -3.59375, -3.1875, -3.46875, -3.53125, -3.5, -2.9375, -3.8125, -3.53125, -3.578125, -3.71875, -4.09375, -3.96875, -4.40625, -3.59375, -3.59375, -3.0, -3.46875, -3.25, -4.3125, -3.5625, -3.96875, -3.75, -3.90625, -3.859375, -3.6875, -3.40625, -3.5625, -3.65625, -2.875, -3.625, -3.59375, -4.09375, -3.59375, -4.25, -4.0, -4.15625, -4.25, -3.3125, -3.15625, -4.0]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a finch is",present.,finch,bird,"[-4.1875, -3.90625, -3.53125, -4.0625, -3.8125, -3.6875, -3.875, -3.15625, -3.25, -3.84375, -4.6875, -3.5, -4.5625, -4.84375, -4.625, -4.15625, -3.875, -3.5, -4.46875, -4.375, -4.0, -3.71875, -3.53125, -3.875, -3.96875, -3.9375, -5.53125, -4.15625, -3.84375, -4.0625, -4.21875, -4.28125, -3.9375, -5.0, -4.34375, -3.8125, -3.96875, -4.09375, -4.40625, -3.75, -4.09375, -4.34375, -3.59375, -4.03125, -4.5, -3.78125, -4.1875, -3.96875, -4.28125, -3.875]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a goose is",present.,goose,bird,"[-4.6875, -3.40625, -4.03125, -4.03125, -4.4375, -3.234375, -3.84375, -3.71875, -3.859375, -3.9375, -3.625, -4.375, -4.0625, -3.8125, -3.625, -4.5625, -4.0, -4.34375, -3.90625, -3.8125, -3.640625, -4.15625, -4.0625, -4.03125, -3.28125, -3.515625, -3.90625, -4.3125, -3.71875, -4.34375, -3.84375, -3.4375, -3.84375, -3.75, -4.3125, -4.1875, -3.75, -3.6875, -4.15625, -3.5, -4.15625, -3.75, -3.953125, -4.5625, -4.125, -3.5, -4.28125, -4.03125, -3.9375, -4.46875]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a swallow is",present.,swallow,bird,"[-4.0625, -4.21875, -3.625, -3.40625, -3.78125, -3.34375, -3.65625, -3.59375, -3.59375, -3.375, -3.59375, -3.53125, -3.71875, -2.90625, -3.6875, -3.75, -3.84375, -3.25, -4.09375, -3.46875, -4.53125, -4.25, -3.296875, -4.625, -3.96875, -3.40625, -3.71875, -4.125, -3.625, -3.9375, -4.21875, -4.15625, -3.375, -3.34375, -3.75, -4.5, -3.65625, -3.75, -4.375, -3.78125, -4.0625, -3.65625, -4.125, -3.9375, -4.03125, -3.59375, -3.0625, -3.78125, -4.0, -3.3125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a toucan is",present.,toucan,bird,"[-3.5625, -3.34375, -4.34375, -3.5, -3.15625, -3.28125, -4.15625, -3.625, -3.5625, -4.03125, -4.53125, -3.875, -3.5, -4.3125, -3.59375, -3.8125, -3.78125, -3.0, -4.3125, -4.125, -4.34375, -5.03125, -3.4375, -4.125, -3.03125, -3.5, -3.53125, -4.875, -3.25, -3.8125, -3.71875, -4.0625, -3.8125, -4.09375, -3.375, -3.96875, -3.375, -3.65625, -3.84375, -3.78125, -4.453125, -3.5625, -4.09375, -3.4375, -3.75, -4.15625, -3.25, -4.40625, -3.65625, -3.6875]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a mockingbird is",present.,mockingbird,bird,"[-3.8125, -3.5, -3.9375, -3.75, -3.71875, -4.3125, -4.09375, -4.03125, -3.75, -3.59375, -3.9375, -3.40625, -3.84375, -3.65625, -3.75, -3.5625, -4.6875, -4.1875, -3.25, -3.984375, -3.90625, -4.28125, -3.78125, -3.78125, -3.71875, -3.78125, -4.15625, -3.71875, -3.5, -3.8125, -4.03125, -4.59375, -3.8125, -3.625, -4.015625, -3.5, -3.03125, -3.46875, -3.4375, -3.875, -3.5, -3.84375, -4.0625, -3.8125, -3.25, -3.78125, -3.6875, -4.4375, -3.65625, -2.75]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a buzzard is",present.,buzzard,bird,"[-3.96875, -3.4375, -3.96875, -3.4375, -3.0, -3.5625, -4.3125, -4.1875, -4.25, -3.625, -4.3125, -4.53125, -4.3125, -4.3125, -3.9375, -4.6875, -3.875, -4.28125, -3.53125, -4.375, -3.5, -3.3125, -3.21875, -3.28125, -4.03125, -3.40625, -3.0, -3.4375, -4.15625, -4.09375, -3.4375, -4.03125, -4.21875, -4.46875, -3.90625, -3.6875, -4.71875, -3.875, -3.75, -3.28125, -3.96875, -3.71875, -3.96875, -4.5, -3.65625, -4.125, -3.59375, -4.40625, -3.65625, -3.9375]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a hummingbird is",present.,hummingbird,bird,"[-4.15625, -3.75, -3.5, -3.40625, -2.859375, -3.875, -4.125, -3.96875, -3.6875, -3.625, -4.421875, -3.8125, -3.59375, -3.84375, -3.71875, -3.96875, -3.875, -3.96875, -3.875, -4.15625, -3.4375, -4.34375, -3.90625, -3.65625, -3.78125, -4.0625, -3.375, -3.9375, -3.65625, -4.125, -4.0, -3.4375, -3.53125, -3.59375, -3.5, -3.96875, -4.625, -3.65625, -3.8125, -3.375, -4.0, -4.125, -4.03125, -3.8125, -3.6875, -4.375, -3.265625, -3.96875, -3.84375, -3.78125]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a flamingo is",present.,flamingo,bird,"[-4.34375, -3.8125, -3.40625, -3.3125, -3.625, -4.125, -3.65625, -3.8125, -3.75, -4.34375, -3.71875, -4.21875, -3.90625, -3.0, -3.375, -3.4375, -4.4375, -3.40625, -3.46875, -3.59375, -4.34375, -3.625, -4.1875, -3.53125, -3.71875, -4.453125, -4.34375, -3.875, -4.3125, -3.96875, -3.6875, -3.34375, -3.6875, -3.75, -3.5, -4.28125, -3.875, -3.890625, -3.125, -3.09375, -3.765625, -3.5625, -3.21875, -3.5, -3.75, -3.5625, -3.59375, -3.28125, -3.4375, -4.21875]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a oriole is",present.,oriole,bird,"[-3.6875, -4.5, -4.5, -3.765625, -3.53125, -3.59375, -3.6875, -3.34375, -3.59375, -3.9375, -3.59375, -3.75, -3.59375, -3.90625, -3.96875, -3.78125, -3.75, -3.0625, -4.09375, -4.375, -3.9375, -4.875, -3.65625, -3.3125, -3.71875, -3.40625, -4.125, -4.125, -3.28125, -3.96875, -3.84375, -3.3125, -3.4375, -3.84375, -3.9375, -3.875, -3.875, -3.53125, -3.53125, -3.4375, -3.90625, -4.21875, -3.40625, -3.78125, -3.4375, -3.71875, -4.015625, -3.0, -4.28125, -4.34375]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a pheasant is",present.,pheasant,bird,"[-4.15625, -2.90625, -4.4375, -4.15625, -4.0, -3.65625, -4.4375, -4.09375, -4.125, -5.53125, -4.6875, -3.875, -3.625, -3.75, -4.5, -3.75, -3.5625, -3.9375, -4.46875, -4.09375, -3.984375, -3.5, -4.25, -4.46875, -4.109375, -3.25, -3.75, -3.84375, -4.75, -4.28125, -3.59375, -4.3125, -3.84375, -3.65625, -3.875, -4.40625, -4.75, -3.6875, -3.78125, -4.25, -3.34375, -4.84375, -3.5625, -3.96875, -3.3125, -3.625, -4.1875, -4.09375, -4.21875, -3.59375]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a woodpecker is",present.,woodpecker,bird,"[-3.625, -4.375, -4.125, -4.0625, -3.6875, -4.0625, -3.75, -3.96875, -3.8125, -3.75, -3.84375, -3.6875, -4.0, -3.9375, -4.28125, -4.25, -4.21875, -4.15625, -4.25, -3.90625, -3.71875, -3.4375, -3.875, -4.46875, -3.6875, -4.34375, -4.40625, -3.875, -4.25, -4.1875, -3.75, -3.59375, -3.90625, -3.875, -3.828125, -3.90625, -3.21875, -4.53125, -4.15625, -4.1875, -4.53125, -4.21875, -4.5625, -3.9375, -3.84375, -4.0, -4.125, -3.75, -3.625, -4.21875]",124439808,gpt2
"A list includes raven, goldfinch, robin, swan, bluebird, catbird, finch, goose, swallow, toucan, mockingbird, buzzard, hummingbird, flamingo, oriole, pheasant, woodpecker, chicken, thrush, ostrich, pigeon, pelican, falcon, penguin, parakeet, albatross, bluejay, sandpiper, titmouse, hawk, vulture and starling. In the list a chicken is",present.,chicken,bird,"[-4.15625, -3.625, -4.375, -4.28125, -3.71875, -4.15625, -4.15625, -4.53125, -3.96875, -3.84375, -4.6875, -4.546875, -4.3125, -3.8125, -4.1875, -4.125, -4.125, -4.375, -5.40625, -3.78125, -4.3125, -4.34375, -4.03125, -4.40625, -3.46875, -4.3125, -3.90625, -4.09375, -4.03125, -3.84375, -3.65625, -4.03125, -4.5625, -4.375, -4.25, -4.09375, -4.3125, -4.375, -4.1875, -4.1875, -3.15625, -3.8125, -3.625, -5.09375, -4.09375, -4.0, -4.34375, -3.5625, -3.375, -4.40625]",124439808,gpt2
